Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1914,,,5192915,,,,
1915,,,5272249,,,,
1916,,,5352794,,,,
1917,,,5434569,,,,
1918,,,5517517,,,,
1919,,,5601751,,,,
1920,,,5687270,,,,
1921,,,5774095,,,,
1922,,,5862245,,,,
1923,,,5951741,,,,
1924,,,6042604,,,,
1925,,,6134854,,,,
1926,,,6228512,,,,
1927,,,6323599,,,,
1928,,,6420139,,,,
1929,,,6518152,,,,
1930,,,6617662,,,,
1931,,,6718691,,,,
1932,,,6821262,,,,
1933,,,6925399,,,,
1934,,,7031126,,,,
1935,,,7138467,,,,
1936,,,7247446,,,,
1937,,,7358090,,,,
1938,,,7470422,,,,
1939,,,7584470,,,,
1940,,,7700258,,,,
1941,,,7817815,,,,
1942,,,7937166,,,,
1943,,,8058339,,,,
1944,,,8181362,,,,
1945,,,8306263,,,,
1946,,,8433071,,,,
1947,,,8561814,,,,
1948,,,8692524,,,,
1949,,,8825229,,,,
1950,,,8986000,,,,
1951,,,9243000,,,,
1952,,,9529000,,,,
1953,,,9837000,,,,
1954,,,10163000,,,,
1955,,,10503000,,,,
1956,,,10853000,,,,
1957,,,11212000,,,,
1958,,,11578000,,,,
1959,,,11951000,,,,
1960,,,12329000,,,,
1961,,,12711000,,,,
1962,,,13095000,,,,
1963,,,13478000,,,,
1964,,,13858000,,,,
1965,,,14230000,,,,
1966,,,14595000,,,,
1967,,,14954000,,,,
1968,,,15307000,,,,
1969,,,15657000,,,,
1970,,,16005000,,,,
1971,,,16351000,,,,
1972,,,16697000,,,,
1973,,,17049000,,,,
1974,,,17413000,,,,
1975,,,17796000,,,,
1976,,,18199000,,,,
1977,,,18620000,,,,
1978,,,19060000,,,,
1979,,,19517000,,,,
1980,,,19990000,,,,
1981,,,20480000,,,,
1982,,,20984000,,,,
1983,,,21495000,,,,
1984,,,22003000,,,,
1985,,,22499000,,,,
1986,,,22980000,,,,
1987,,,23447000,,,,
1988,,,23904000,,,,
1989,,,24356000,,,,
1990,8.017469,5340.022913,24807000,,,,
1991,8.054432,5324.915134,25260000,,,,
1992,8.113475,5313.701905,25711000,,,,
1993,8.249362,5310.533419,26155000,,,,
1994,8.255212,5309.797488,26584000,,,,
1995,8.316373,5314.506853,26994000,,,,
1996,8.525826,5341.729085,27383000,,,,
1997,8.783875,5400.989671,27755000,,,,
1998,8.870863,5471.557988,28110000,,,,
1999,9.109407,5530.784095,28456000,,,,
2000,9.179432,5557.976656,28794000,,,,
2001,9.174693,5559.290793,29126000,,,,
2002,9.070682,5554.72098,29455000,,,,
2003,8.965899,5545.542573,29783000,,,,
2004,8.834283,5536.539347,30115000,,,,
2005,8.708363,5530.206518,30456000,,,,
2006,8.593053,5523.843187,30805000,,,,
2007,8.546072,5515.221303,31164000,,,,
2008,8.480685,5508.490032,31537000,,,,
2009,8.404693,5497.064768,31929000,,,,
2010,8.328721,5482.045375,32343000,,,,
2011,8.119986,5464.632086,32782000,,,,
2012,7.926283,5435.914995,33242000,,,,
2013,7.738089,5399.023742,33716000,,,,
2014,7.567383,5354.926757,34192000,,,,
2015,7.393316,5305.413511,34664000,,,,
2016,7.228809,5250.000875,35126000,,,,
2017,7.146972,5190.655729,35581000,,,,
2018,,,36029000,,,,
2019,,,36472000,,,,
1800,,,1982324,,,,
1801,,,1987859,,,,
1802,,,1993408,,,,
1803,,,1998974,,,,
1804,,,2004555,,,,
1805,,,2010152,,,,
1806,,,2015764,,,,
1807,,,2021392,,,,
1808,,,2027035,,,,
1809,,,2032695,,,,
1810,,,2038660,,,,
1811,,,2044939,,,,
1812,,,2051828,,,,
1813,,,2059333,,,,
1814,,,2067462,,,,
1815,,,2076221,,,,
1816,,,2085618,,,,
1817,,,2095660,,,,
1818,,,2106353,,,,
1819,,,2117705,,,,
1820,,,2129723,,,,
1821,,,2142416,,,,
1822,,,2155789,,,,
1823,,,2169851,,,,
1824,,,2184609,,,,
1825,,,2200070,,,,
1826,,,2216244,,,,
1827,,,2233136,,,,
1828,,,2250756,,,,
1829,,,2269111,,,,
1830,,,2288209,,,,
1831,,,2308058,,,,
1832,,,2328080,,,,
1833,,,2348275,,,,
1834,,,2368645,,,,
1835,,,2389192,,,,
1836,,,2409917,,,,
1837,,,2430822,,,,
1838,,,2451908,,,,
1839,,,2473178,,,,
1840,,,2494631,,,,
1841,,,2516271,,,,
1842,,,2538099,,,,
1843,,,2560116,,,,
1844,,,2582323,,,,
1845,,,2604724,,,,
1846,,,2627319,,,,
1847,,,2650110,,,,
1848,,,2673098,,,,
1849,,,2696286,,,,
1850,,,2719675,,,,
1851,,,2741338,,,,
1852,,,2763171,,,,
1853,,,2785177,,,,
1854,,,2807357,,,,
1855,,,2829712,,,,
1856,,,2852244,,,,
1857,,,2874954,,,,
1858,,,2897843,,,,
1859,,,2920913,,,,
1860,,,2944165,,,,
1861,,,2967601,,,,
1862,,,2991222,,,,
1863,,,3015029,,,,
1864,,,3039024,,,,
1865,,,3063209,,,,
1866,,,3087584,,,,
1867,,,3112152,,,,
1868,,,3136914,,,,
1869,,,3161871,,,,
1870,,,3187025,,,,
1871,,,3212378,,,,
1872,,,3237931,,,,
1873,,,3262874,,,,
1874,,,3288825,,,,
1875,,,3314981,,,,
1876,,,3341342,,,,
1877,,,3367159,,,,
1878,,,3393932,,,,
1879,,,3420917,,,,
1880,,,3448114,,,,
1881,,,3474835,,,,
1882,,,3502457,,,,
1883,,,3530298,,,,
1884,,,3557738,,,,
1885,,,3586014,,,,
1886,,,3614512,,,,
1887,,,3642692,,,,
1888,,,3671637,,,,
1889,,,3700811,,,,
1890,,,3730214,,,,
1891,,,3759849,,,,
1892,,,3789717,,,,
1893,,,3819821,,,,
1894,,,3850161,,,,
1895,,,3880741,,,,
1896,,,3911561,,,,
1897,,,3942624,,,,
1898,,,3973932,,,,
1899,,,4005486,,,,
1900,,,4037289,,,,
1901,,,4069342,,,,
1902,,,4101137,,,,
1903,,,4133693,,,,
1904,,,4166504,,,,
1905,,,4199574,,,,
1906,,,4232904,,,,
1907,,,4265754,,,,
1908,,,4299604,,,,
1909,,,4333721,,,,
1910,,,4368107,,,,
1911,,,4402543,,,,
1912,,,4437470,,,,
1913,,,4472671,,,,
1914,,,4508149,,,,
1915,,,4543906,,,,
1916,,,4579944,,,,
1917,,,4616266,,,,
1918,,,4657456,,,,
1919,,,4697857,,,,
1920,,,4738609,,,,
1921,,,4779714,,,,
1922,,,4821176,,,,
1923,,,4862997,,,,
1924,,,4905182,,,,
1925,,,4947732,,,,
1926,,,4990651,,,,
1927,,,5033943,,,,
1928,,,5077610,,,,
1929,,,5121656,,,,
1930,,,5166084,,,,
1931,,,5210898,,,,
1932,,,5256100,,,,
1933,,,5301694,,,,
1934,,,5347684,,,,
1935,,,5394073,,,,
1936,,,5440864,,,,
1937,,,5488061,,,,
1938,,,5535668,,,,
1939,,,5583687,,,,
1940,,,5632123,,,,
1941,,,5680979,,,,
1942,,,5730259,,,,
1943,,,5779967,,,,
1944,,,5830105,,,,
1945,,,5880679,,,,
1946,,,5931691,,,,
1947,,,5983146,,,,
1948,,,6035047,,,,
1949,,,6087398,,,,
1950,,,5959000,,,,
1951,,,6059000,,,,
1952,,,6165000,,,,
1953,,,6275000,,,,
1954,,,6390000,,,,
1955,,,6508000,,,,
1956,,,6632000,,,,
1957,,,6760000,,,,
1958,,,6894000,,,,
1959,,,7036000,,,,
1960,,,7185000,,,,
1961,,,7342000,,,,
1962,,,7507000,,,,
1963,,,7679000,,,,
1964,,,7857000,,,,
1965,,,8039000,,,,
1966,,,8226000,,,,
1967,,,8418000,,,,
1968,,,8614000,,,,
1969,,,8816000,,,,
1970,,,9023000,,,,
1971,,,9233000,,,,
1972,,,9446000,,,,
1973,,,9669000,,,,
1974,,,9907000,,,,
1975,,,10165000,,,,
1976,,,10444000,,,,
1977,,,10739000,,,,
1978,,,11041000,,,,
1979,,,11341000,,,,
1980,,,11630000,,,,
1981,,,11913000,,,,
1982,,,12190000,,,,
1983,,,12440000,,,,
1984,,,12636000,,,,
1985,,,12764000,,,,
1986,,,12809000,,,,
1987,,,12786000,,,,
1988,,,12758000,,,,
1989,,,12806000,,,,
1990,15.820286,3735.922348,12987000,,,,
1991,15.806618,3742.291096,13328000,,,,
1992,15.924587,3748.151683,13806000,,,,
1993,16.03654,3752.904208,14371000,,,,
1994,15.965397,3759.422805,14948000,,,,
1995,15.959754,3764.006367,15483000,,,,
1996,16.009466,3772.64439,15960000,,,,
1997,16.158015,3780.100889,16397000,,,,
1998,15.98821,3786.972117,16814000,,,,
1999,15.864644,3794.33671,17244000,,,,
2000,15.838383,3802.064877,17712000,,,,
2001,15.59935,3808.059798,18222000,,,,
2002,15.679263,3814.750436,18764000,,,,
2003,15.756271,3821.5272,19331000,,,,
2004,15.980727,3829.944701,19911000,,,,
2005,16.316013,3833.323576,20494000,,,,
2006,16.646424,3834.125623,21080000,,,,
2007,17.074913,3831.651953,21673000,,,,
2008,17.346682,3827.727091,22277000,,,,
2009,17.492291,3825.547597,22895000,,,,
2010,17.728204,3823.887854,23532000,,,,
2011,17.821285,3825.87389,24188000,,,,
2012,17.861038,3827.200314,24863000,,,,
2013,17.817887,3828.015219,25561000,,,,
2014,17.729947,3829.425488,26286000,,,,
2015,17.637808,3831.010958,27042000,,,,
2016,17.469154,3832.354315,27830000,,,,
2017,17.204143,3835.85671,28649000,,,,
2018,,,29496000,,,,
2019,,,30366000,,,,
1800,,,3506000,,,,
1801,,,3506000,,,,
1802,,,3506000,,,,
1803,,,3506000,,,,
1804,,,3506000,,,,
1805,,,3506000,,,,
1806,,,3506000,,,,
1807,,,3506000,,,,
1808,,,3506000,,,,
1809,,,3506000,,,,
1810,,,3506000,,,,
1811,,,3506639,,,,
1812,,,3507921,,,,
1813,,,3509846,,,,
1814,,,3512418,,,,
1815,,,3515640,,,,
1816,,,3519513,,,,
1817,,,3524040,,,,
1818,,,3529225,,,,
1819,,,3535068,,,,
1820,,,3541573,,,,
1821,,,3548743,,,,
1822,,,3556579,,,,
1823,,,3565085,,,,
1824,,,3574262,,,,
1825,,,3584114,,,,
1826,,,3594644,,,,
1827,,,3605853,,,,
1828,,,3617744,,,,
1829,,,3630320,,,,
1830,,,3643584,,,,
1831,,,3657538,,,,
1832,,,3671545,,,,
1833,,,3685606,,,,
1834,,,3699721,,,,
1835,,,3713890,,,,
1836,,,3728113,,,,
1837,,,3742391,,,,
1838,,,3756723,,,,
1839,,,3771110,,,,
1840,,,3785553,,,,
1841,,,3800052,,,,
1842,,,3814608,,,,
1843,,,3829221,,,,
1844,,,3843891,,,,
1845,,,3858619,,,,
1846,,,3873405,,,,
1847,,,3888249,,,,
1848,,,3903151,,,,
1849,,,3918111,,,,
1850,,,3933130,,,,
1851,,,3947881,,,,
1852,,,3962688,,,,
1853,,,3977551,,,,
1854,,,3992472,,,,
1855,,,4007451,,,,
1856,,,4022487,,,,
1857,,,4037580,,,,
1858,,,4052732,,,,
1859,,,4067941,,,,
1860,,,4083210,,,,
1861,,,4103576,,,,
1862,,,4129203,,,,
1863,,,4160259,,,,
1864,,,4196916,,,,
1865,,,4239352,,,,
1866,,,4287752,,,,
1867,,,4342303,,,,
1868,,,4403199,,,,
1869,,,4470641,,,,
1870,,,4544833,,,,
1871,,,4625987,,,,
1872,,,4714321,,,,
1873,,,4776770,,,,
1874,,,4880949,,,,
1875,,,4993560,,,,
1876,,,5114862,,,,
1877,,,5222590,,,,
1878,,,5366315,,,,
1879,,,5520359,,,,
1880,,,5678825,,,,
1881,,,5829345,,,,
1882,,,5996681,,,,
1883,,,6168820,,,,
1884,,,6334013,,,,
1885,,,6517170,,,,
1886,,,6706960,,,,
1887,,,6889032,,,,
1888,,,7091664,,,,
1889,,,7301841,,,,
1890,,,7519832,,,,
1891,,,7745917,,,,
1892,,,7980386,,,,
1893,,,8223536,,,,
1894,,,8475678,,,,
1895,,,8737133,,,,
1896,,,9008181,,,,
1897,,,9271848,,,,
1898,,,9527660,,,,
1899,,,9775213,,,,
1900,,,10013993,,,,
1901,,,10243464,,,,
1902,,,10496297,,,,
1903,,,10702036,,,,
1904,,,10893168,,,,
1905,,,11068894,,,,
1906,,,11228554,,,,
1907,,,11385069,,,,
1908,,,11549320,,,,
1909,,,11715932,,,,
1910,,,11870774,,,,
1911,,,12031096,,,,
1912,,,12157433,,,,
1913,,,12261865,,,,
1914,,,12367273,,,,
1915,,,12473658,,,,
1916,,,12581019,,,,
1917,,,12689357,,,,
1918,,,12770262,,,,
1919,,,12881642,,,,
1920,,,12994680,,,,
1921,,,13146502,,,,
1922,,,13277439,,,,
1923,,,13416996,,,,
1924,,,13557879,,,,
1925,,,13700419,,,,
1926,,,13844285,,,,
1927,,,13989808,,,,
1928,,,14136658,,,,
1929,,,14285164,,,,
1930,,,14434997,,,,
1931,,,14602730,,,,
1932,,,14788364,,,,
1933,,,14992561,,,,
1934,,,15199410,,,,
1935,,,15409242,,,,
1936,,,15622057,,,,
1937,,,15837856,,,,
1938,,,16056639,,,,
1939,,,16278405,,,,
1940,,,16503485,,,,
1941,,,16666821,,,,
1942,,,16767444,,,,
1943,,,16804054,,,,
1944,,,16840744,,,,
1945,,,16877516,,,,
1946,,,16914366,,,,
1947,,,16951296,,,,
1948,,,16988308,,,,
1949,,,17025402,,,,
1950,,,17780000,,,,
1951,,,18104000,,,,
1952,,,18441000,,,,
1953,,,18793000,,,,
1954,,,19162000,,,,
1955,,,19550000,,,,
1956,,,19956000,,,,
1957,,,20380000,,,,
1958,,,20820000,,,,
1959,,,21273000,,,,
1960,,,21737000,,,,
1961,,,22212000,,,,
1962,,,22698000,,,,
1963,,,23198000,,,,
1964,,,23718000,,,,
1965,,,24259000,,,,
1966,,,24824000,,,,
1967,,,25410000,,,,
1968,,,26015000,,,,
1969,,,26636000,,,,
1970,,,27269000,,,,
1971,,,27914000,,,,
1972,,,28570000,,,,
1973,,,29238000,,,,
1974,,,29918000,,,,
1975,,,30611000,,,,
1976,,,31314000,,,,
1977,,,32027000,,,,
1978,,,32749000,,,,
1979,,,33481000,,,,
1980,,,34224000,,,,
1981,,,34976000,,,,
1982,,,35734000,,,,
1983,,,36492000,,,,
1984,,,37242000,,,,
1985,,,37977000,,,,
1986,,,38698000,,,,
1987,,,39404000,,,,
1988,,,40086000,,,,
1989,,,40731000,,,,
1990,7.779467,2227.338801,41335000,,,,
1991,7.756087,2228.836063,41890000,,,,
1992,7.701345,2228.85147,42402000,,,,
1993,7.633535,2230.292699,42890000,,,,
1994,7.551242,2229.064252,43383000,,,,
1995,7.480873,2229.772728,43902000,,,,
1996,7.403009,2228.014622,44452000,,,,
1997,7.328892,2222.244721,45027000,,,,
1998,7.238421,2217.560864,45611000,,,,
1999,7.135203,2212.458358,46181000,,,,
2000,7.030206,2210.441289,46720000,,,,
2001,6.957849,2211.312874,47225000,,,,
2002,6.86117,2210.375466,47702000,,,,
2003,6.762175,2209.265286,48149000,,,,
2004,6.687743,2208.980721,48564000,,,,
2005,6.532084,2208.308032,48950000,,,,
2006,6.388924,2208.405926,49301000,,,,
2007,6.218148,2207.377846,49621000,,,,
2008,6.048016,2206.022798,49930000,,,,
2009,5.914303,2203.823381,50250000,,,,
2010,5.740159,2203.627756,50601000,,,,
2011,5.625361,2204.980429,50991000,,,,
2012,5.486785,2208.884629,51414000,,,,
2013,5.383974,2212.431371,51852000,,,,
2014,5.268501,2217.47593,52281000,,,,
2015,5.193117,2223.382445,52681000,,,,
2016,5.123097,2229.311051,53045000,,,,
2017,5.0426,2237.4659,53383000,,,,
2018,,,53708000,,,,
2019,,,54045000,,,,
1800,,,229000,,,,
1801,,,229000,,,,
1802,,,229000,,,,
1803,,,229000,,,,
1804,,,229000,,,,
1805,,,229000,,,,
1806,,,229000,,,,
1807,,,229000,,,,
1808,,,229000,,,,
1809,,,229000,,,,
1810,,,229000,,,,
1811,,,229000,,,,
1812,,,229000,,,,
1813,,,229000,,,,
1814,,,229000,,,,
1815,,,229000,,,,
1816,,,229000,,,,
1817,,,229000,,,,
1818,,,229000,,,,
1819,,,229000,,,,
1820,,,229000,,,,
1821,,,229000,,,,
1822,,,229000,,,,
1823,,,229000,,,,
1824,,,229000,,,,
1825,,,229000,,,,
1826,,,229000,,,,
1827,,,229000,,,,
1828,,,229000,,,,
1829,,,229000,,,,
1830,,,229000,,,,
1831,,,229000,,,,
1832,,,229000,,,,
1833,,,229000,,,,
1834,,,229000,,,,
1835,,,229000,,,,
1836,,,229000,,,,
1837,,,229000,,,,
1838,,,229000,,,,
1839,,,229000,,,,
1840,,,229000,,,,
1841,,,229000,,,,
1842,,,229000,,,,
1843,,,229000,,,,
1844,,,229000,,,,
1845,,,229000,,,,
1846,,,229000,,,,
1847,,,229000,,,,
1848,,,229000,,,,
1849,,,229000,,,,
1850,,,229000,,,,
1851,,,229060,,,,
1852,,,229120,,,,
1853,,,229180,,,,
1854,,,229240,,,,
1855,,,229299,,,,
1856,,,229359,,,,
1857,,,229419,,,,
1858,,,229479,,,,
1859,,,229539,,,,
1860,,,229599,,,,
1861,,,229659,,,,
1862,,,229719,,,,
1863,,,229779,,,,
1864,,,229838,,,,
1865,,,229898,,,,
1866,,,229958,,,,
1867,,,230018,,,,
1868,,,230078,,,,
1869,,,230138,,,,
1870,,,230198,,,,
1871,,,230258,,,,
1872,,,230318,,,,
1873,,,230377,,,,
1874,,,230437,,,,
1875,,,230497,,,,
1876,,,230557,,,,
1877,,,230617,,,,
1878,,,230677,,,,
1879,,,230737,,,,
1880,,,230797,,,,
1881,,,230857,,,,
1882,,,230916,,,,
1883,,,230976,,,,
1884,,,231036,,,,
1885,,,231096,,,,
1886,,,231156,,,,
1887,,,231216,,,,
1888,,,231276,,,,
1889,,,231336,,,,
1890,,,231395,,,,
1891,,,231455,,,,
1892,,,231515,,,,
1893,,,231575,,,,
1894,,,231635,,,,
1895,,,231695,,,,
1896,,,231755,,,,
1897,,,231815,,,,
1898,,,231875,,,,
1899,,,231934,,,,
1900,,,231994,,,,
1901,,,232054,,,,
1902,,,232114,,,,
1903,,,232174,,,,
1904,,,232234,,,,
1905,,,232294,,,,
1906,,,232354,,,,
1907,,,232414,,,,
1908,,,232473,,,,
1909,,,232533,,,,
1910,,,232593,,,,
1911,,,232653,,,,
1912,,,232713,,,,
1913,,,232773,,,,
1914,,,232833,,,,
1915,,,232893,,,,
1916,,,232953,,,,
1917,,,233012,,,,
1918,,,232992,,,,
1919,,,232992,,,,
1920,,,232992,,,,
1921,,,234428,,,,
1922,,,237326,,,,
1923,,,241713,,,,
1924,,,246181,,,,
1925,,,250732,,,,
1926,,,255367,,,,
1927,,,260088,,,,
1928,,,264896,,,,
1929,,,269792,,,,
1930,,,274780,,,,
1931,,,279859,,,,
1932,,,285033,,,,
1933,,,290302,,,,
1934,,,295668,,,,
1935,,,301134,,,,
1936,,,306700,,,,
1937,,,312370,,,,
1938,,,318144,,,,
1939,,,324025,,,,
1940,,,330015,,,,
1941,,,336116,,,,
1942,,,342329,,,,
1943,,,348657,,,,
1944,,,355102,,,,
1945,,,361667,,,,
1946,,,375416,,,,
1947,,,397019,,,,
1948,,,427200,,,,
1949,,,459675,,,,
1950,,,514000,,,,
1951,,,524000,,,,
1952,,,534000,,,,
1953,,,545000,,,,
1954,,,556000,,,,
1955,,,568000,,,,
1956,,,580000,,,,
1957,,,593000,,,,
1958,,,606000,,,,
1959,,,620000,,,,
1960,,,634000,,,,
1961,,,649000,,,,
1962,,,665000,,,,
1963,,,682000,,,,
1964,,,699000,,,,
1965,,,717000,,,,
1966,,,735000,,,,
1967,,,754000,,,,
1968,,,773000,,,,
1969,,,795000,,,,
1970,,,817000,,,,
1971,,,842000,,,,
1972,,,869000,,,,
1973,,,896000,,,,
1974,,,923000,,,,
1975,,,948000,,,,
1976,,,971000,,,,
1977,,,993000,,,,
1978,,,1014000,,,,
1979,,,1035000,,,,
1980,,,1058000,,,,
1981,,,1081000,,,,
1982,,,1105000,,,,
1983,,,1132000,,,,
1984,,,1162000,,,,
1985,,,1198000,,,,
1986,,,1240000,,,,
1987,,,1287000,,,,
1988,,,1337000,,,,
1989,,,1386000,,,,
1990,17.722486,3363.724681,1433000,,,,
1991,17.633124,3397.609389,1476000,,,,
1992,17.779809,3423.308952,1517000,,,,
1993,17.904006,3443.015986,1555000,,,,
1994,18.343504,3456.054998,1592000,,,,
1995,18.961094,3461.54166,1628000,,,,
1996,19.538314,3456.140203,1663000,,,,
1997,19.931156,3439.035687,1698000,,,,
1998,20.523057,3416.684204,1732000,,,,
1999,20.850838,3397.207019,1764000,,,,
2000,21.124333,3386.630847,1795000,,,,
2001,20.722092,3382.977085,1824000,,,,
2002,20.67751,3378.940993,1852000,,,,
2003,20.09258,3375.712608,1879000,,,,
2004,19.319386,3372.483151,1908000,,,,
2005,18.282952,3368.678855,1938000,,,,
2006,17.11289,3355.624572,1971000,,,,
2007,16.042542,3333.621406,2007000,,,,
2008,15.18204,3310.790684,2043000,,,,
2009,14.40814,3291.201595,2081000,,,,
2010,13.798151,3283.650467,2119000,,,,
2011,13.088677,3283.592725,2157000,,,,
2012,12.662818,3286.049601,2195000,,,,
2013,12.377853,3291.604409,2234000,,,,
2014,12.131467,3297.967372,2273000,,,,
2015,11.969983,3309.598422,2315000,,,,
2016,11.872018,3322.423988,2358000,,,,
2017,11.812526,3343.812791,2403000,,,,
2018,,,2448000,,,,
2019,,,2495000,,,,
1800,,,1834,,,,
1801,,,1834,,,,
1802,,,1834,,,,
1803,,,1834,,,,
1804,,,1834,,,,
1805,,,1834,,,,
1806,,,1834,,,,
1807,,,1834,,,,
1808,,,1834,,,,
1809,,,1834,,,,
1810,,,1834,,,,
1811,,,1834,,,,
1812,,,1835,,,,
1813,,,1836,,,,
1814,,,1837,,,,
1815,,,1839,,,,
1816,,,1841,,,,
1817,,,1843,,,,
1818,,,1846,,,,
1819,,,1849,,,,
1820,,,1852,,,,
1821,,,1855,,,,
1822,,,1859,,,,
1823,,,1864,,,,
1824,,,1868,,,,
1825,,,1873,,,,
1826,,,1878,,,,
1827,,,1884,,,,
1828,,,1890,,,,
1829,,,1896,,,,
1830,,,1903,,,,
1831,,,1910,,,,
1832,,,1917,,,,
1833,,,1924,,,,
1834,,,1931,,,,
1835,,,1938,,,,
1836,,,1945,,,,
1837,,,1952,,,,
1838,,,1960,,,,
1839,,,1967,,,,
1840,,,1974,,,,
1841,,,1981,,,,
1842,,,1988,,,,
1843,,,1996,,,,
1844,,,2003,,,,
1845,,,2010,,,,
1846,,,2018,,,,
1847,,,2025,,,,
1848,,,2033,,,,
1849,,,2040,,,,
1850,,,2048,,,,
1851,,,2055,,,,
1852,,,2062,,,,
1853,,,2069,,,,
1854,,,2077,,,,
1855,,,2084,,,,
1856,,,2091,,,,
1857,,,2099,,,,
1858,,,2106,,,,
1859,,,2113,,,,
1860,,,2121,,,,
1861,,,2128,,,,
1862,,,2136,,,,
1863,,,2143,,,,
1864,,,2151,,,,
1865,,,2158,,,,
1866,,,2166,,,,
1867,,,2173,,,,
1868,,,2181,,,,
1869,,,2189,,,,
1870,,,2196,,,,
1871,,,2204,,,,
1872,,,2212,,,,
1873,,,2220,,,,
1874,,,2227,,,,
1875,,,2235,,,,
1876,,,2243,,,,
1877,,,2251,,,,
1878,,,2259,,,,
1879,,,2267,,,,
1880,,,2275,,,,
1881,,,2283,,,,
1882,,,2291,,,,
1883,,,2299,,,,
1884,,,2307,,,,
1885,,,2315,,,,
1886,,,2323,,,,
1887,,,2331,,,,
1888,,,2339,,,,
1889,,,2347,,,,
1890,,,2356,,,,
1891,,,2364,,,,
1892,,,2372,,,,
1893,,,2381,,,,
1894,,,2389,,,,
1895,,,2397,,,,
1896,,,2406,,,,
1897,,,2414,,,,
1898,,,2423,,,,
1899,,,2431,,,,
1900,,,2440,,,,
1901,,,2448,,,,
1902,,,2457,,,,
1903,,,2466,,,,
1904,,,2474,,,,
1905,,,2483,,,,
1906,,,2492,,,,
1907,,,2500,,,,
1908,,,2509,,,,
1909,,,2518,,,,
1910,,,2527,,,,
1911,,,2536,,,,
1912,,,2545,,,,
1913,,,2554,,,,
1914,,,2563,,,,
1915,,,2572,,,,
1916,,,2581,,,,
1917,,,2590,,,,
1918,,,2599,,,,
1919,,,2609,,,,
1920,,,2618,,,,
1921,,,2628,,,,
1922,,,2638,,,,
1923,,,2647,,,,
1924,,,2657,,,,
1925,,,2667,,,,
1926,,,2677,,,,
1927,,,2686,,,,
1928,,,2696,,,,
1929,,,2706,,,,
1930,,,2716,,,,
1931,,,2726,,,,
1932,,,2736,,,,
1933,,,2746,,,,
1934,,,2756,,,,
1935,,,2766,,,,
1936,,,2776,,,,
1937,,,2787,,,,
1938,,,2797,,,,
1939,,,2807,,,,
1940,,,2817,,,,
1941,,,2828,,,,
1942,,,2838,,,,
1943,,,2849,,,,
1944,,,2859,,,,
1945,,,2870,,,,
1946,,,2880,,,,
1947,,,2891,,,,
1948,,,2901,,,,
1949,,,2912,,,,
1950,,,3000,,,,
1951,,,3000,,,,
1952,,,4000,,,,
1953,,,4000,,,,
1954,,,4000,,,,
1955,,,4000,,,,
1956,,,4000,,,,
1957,,,4000,,,,
1958,,,4000,,,,
1959,,,4000,,,,
1960,,,4000,,,,
1961,,,5000,,,,
1962,,,5000,,,,
1963,,,5000,,,,
1964,,,6000,,,,
1965,,,6000,,,,
1966,,,6000,,,,
1967,,,6000,,,,
1968,,,6000,,,,
1969,,,6000,,,,
1970,,,7000,,,,
1971,,,7000,,,,
1972,,,7000,,,,
1973,,,7000,,,,
1974,,,7000,,,,
1975,,,7000,,,,
1976,,,7000,,,,
1977,,,7000,,,,
1978,,,8000,,,,
1979,,,8000,,,,
1980,,,8000,,,,
1981,,,8000,,,,
1982,,,8000,,,,
1983,,,8000,,,,
1984,,,8000,,,,
1985,,,9000,,,,
1986,,,9000,,,,
1987,,,9000,,,,
1988,,,9000,,,,
1989,,,9000,,,,
1990,,,10000,,,,
1991,,,10000,,,,
1992,,,10000,,,,
1993,,,10000,,,,
1994,,,10000,,,,
1995,,,11000,,,,
1996,,,11000,,,,
1997,,,11000,,,,
1998,,,11000,,,,
1999,,,10000,,,,
2000,,,10000,,,,
2001,,,10000,,,,
2002,,,10000,,,,
2003,,,10000,,,,
2004,,,10000,,,,
2005,,,10000,,,,
2006,,,10000,,,,
2007,,,10000,,,,
2008,,,10000,,,,
2009,,,10000,,,,
2010,,,10000,,,,
2011,,,10000,,,,
2012,,,10000,,,,
2013,,,10000,,,,
2014,,,10000,,,,
2015,,,10000,,,,
2016,,,10000,,,,
2017,,,11000,,,,
2018,,,11000,,,,
2019,,,11000,,,,
1800,,,3881000,,,,
1801,,,3881000,,,,
1802,,,3881000,,,,
1803,,,3881000,,,,
1804,,,3881000,,,,
1805,,,3881000,,,,
1806,,,3881000,,,,
1807,,,3881000,,,,
1808,,,3881000,,,,
1809,,,3881000,,,,
1810,,,3881000,,,,
1811,,,3881707,,,,
1812,,,3883124,,,,
1813,,,3885253,,,,
1814,,,3888097,,,,
1815,,,3891659,,,,
1816,,,3895941,,,,
1817,,,3900947,,,,
1818,,,3906679,,,,
1819,,,3913140,,,,
1820,,,3920333,,,,
1821,,,3928260,,,,
1822,,,3936924,,,,
1823,,,3946329,,,,
1824,,,3956476,,,,
1825,,,3967370,,,,
1826,,,3979012,,,,
1827,,,3991405,,,,
1828,,,4004553,,,,
1829,,,4018458,,,,
1830,,,4033123,,,,
1831,,,4048551,,,,
1832,,,4064038,,,,
1833,,,4079585,,,,
1834,,,4095191,,,,
1835,,,4110857,,,,
1836,,,4126582,,,,
1837,,,4142368,,,,
